population,asset_class,symbol,horizon_min,n_origins,rung,execution,hurdle_bps,fraction_signed_endpoint_above_hurdle,fraction_future_up_excursion_above_hurdle
"xstock_spot; A/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,A/USD,5,610,1,TT,20.02002002001957,0.12622950819672132,0.20163934426229507
"xstock_spot; ED/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ED/USD,5,386,1,MT,8.00800800800916,0.22797927461139897,0.3756476683937824
"xstock_spot; ED/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ED/USD,5,386,1,MM,-3.9992001599675753,0.6502590673575129,0.9689119170984456
"xstock_spot; ED/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ED/USD,5,386,2,TT,16.012810248198228,0.08290155440414508,0.14248704663212436
"xstock_spot; ED/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ED/USD,5,386,2,MT,6.004803843076001,0.27461139896373055,0.46113989637305697
"xstock_spot; ED/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ED/USD,5,386,2,MM,-3.9992001599675753,0.6502590673575129,0.9689119170984456
"xstock_spot; ED/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ED/USD,15,117,1,TT,20.02002002001957,0.1794871794871795,0.27350427350427353
"xstock_spot; ED/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ED/USD,15,117,1,MT,8.00800800800916,0.42735042735042733,0.6752136752136753
"xstock_spot; ED/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ED/USD,15,117,1,MM,-3.9992001599675753,0.6666666666666666,1.0
"xstock_spot; ED/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ED/USD,15,117,2,TT,16.012810248198228,0.24786324786324787,0.3333333333333333
"xstock_spot; ED/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ED/USD,15,117,2,MT,6.004803843076001,0.4700854700854701,0.7435897435897436
"xstock_spot; ED/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ED/USD,15,117,2,MM,-3.9992001599675753,0.6666666666666666,1.0
"xstock_spot; EIX/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,EIX/USD,5,1492,1,TT,20.02002002001957,0.2312332439678284,0.4054959785522788
"xstock_spot; EIX/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,EIX/USD,5,1492,1,MT,8.00800800800916,0.3941018766756032,0.6823056300268097
"xstock_spot; EIX/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,EIX/USD,5,1492,1,MM,-3.9992001599675753,0.6045576407506702,0.9785522788203753
"xstock_spot; EIX/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,EIX/USD,5,1492,2,TT,16.012810248198228,0.28150134048257375,0.5020107238605898
"xstock_spot; EIX/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,EIX/USD,5,1492,2,MT,6.004803843076001,0.42761394101876676,0.7372654155495979
"xstock_spot; EIX/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,EIX/USD,5,1492,2,MM,-3.9992001599675753,0.6045576407506702,0.9785522788203753
"xstock_spot; EIX/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,EIX/USD,15,1348,1,TT,20.02002002001957,0.40281899109792285,0.6661721068249258
"xstock_spot; EIX/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,EIX/USD,15,1348,1,MT,8.00800800800916,0.5044510385756676,0.8382789317507419
"xstock_spot; EIX/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,EIX/USD,15,1348,1,MM,-3.9992001599675753,0.6068249258160238,0.9873887240356083
"xstock_spot; EIX/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,EIX/USD,15,1348,2,TT,16.012810248198228,0.43768545994065283,0.7366468842729971
"xstock_spot; EIX/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,EIX/USD,15,1348,2,MT,6.004803843076001,0.521513353115727,0.8686943620178041
"xstock_spot; EIX/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,EIX/USD,15,1348,2,MM,-3.9992001599675753,0.6068249258160238,0.9873887240356083
"xstock_spot; EIX/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,EIX/USD,60,914,1,TT,20.02002002001957,0.6389496717724289,0.899343544857768
"xstock_spot; EIX/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,EIX/USD,60,914,1,MT,8.00800800800916,0.7166301969365426,0.9529540481400438
"xstock_spot; EIX/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,EIX/USD,60,914,1,MM,-3.9992001599675753,0.762582056892779,0.9923413566739606
"xstock_spot; EIX/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,EIX/USD,60,914,2,TT,16.012810248198228,0.675054704595186,0.9190371991247265
"xstock_spot; EIX/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,EIX/USD,60,914,2,MT,6.004803843076001,0.7286652078774617,0.9606126914660832
"xstock_spot; EIX/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,EIX/USD,60,914,2,MM,-3.9992001599675753,0.762582056892779,0.9923413566739606
"xstock_spot; EIX/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,EIX/USD,240,176,1,TT,20.02002002001957,0.7102272727272727,0.9829545454545454
"xstock_spot; EIX/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,EIX/USD,240,176,1,MT,8.00800800800916,0.75,0.9886363636363636
"xstock_spot; EIX/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,EIX/USD,240,176,1,MM,-3.9992001599675753,0.7897727272727273,0.9886363636363636
"xstock_spot; EIX/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,EIX/USD,240,176,2,TT,16.012810248198228,0.7159090909090909,0.9829545454545454
"xstock_spot; EIX/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,EIX/USD,240,176,2,MT,6.004803843076001,0.75,0.9886363636363636
"xstock_spot; EIX/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,EIX/USD,240,176,2,MM,-3.9992001599675753,0.7897727272727273,0.9886363636363636
"xstock_spot; ELV/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ELV/USD,5,616,1,TT,20.02002002001957,0.07142857142857142,0.11363636363636363
"xstock_spot; ELV/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ELV/USD,5,616,1,MT,8.00800800800916,0.25487012987012986,0.43344155844155846
"xstock_spot; ELV/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ELV/USD,5,616,1,MM,-3.9992001599675753,0.672077922077922,0.9675324675324676
"xstock_spot; ELV/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ELV/USD,5,616,2,TT,16.012810248198228,0.11688311688311688,0.18344155844155843
"xstock_spot; ELV/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ELV/USD,5,616,2,MT,6.004803843076001,0.31655844155844154,0.5340909090909091
"xstock_spot; ELV/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ELV/USD,5,616,2,MM,-3.9992001599675753,0.672077922077922,0.9675324675324676
"xstock_spot; ELV/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ELV/USD,15,205,1,TT,20.02002002001957,0.14634146341463414,0.2926829268292683
"xstock_spot; ELV/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ELV/USD,15,205,1,MT,8.00800800800916,0.32195121951219513,0.551219512195122
"xstock_spot; ELV/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ELV/USD,15,205,1,MM,-3.9992001599675753,0.5609756097560976,0.975609756097561
"xstock_spot; ELV/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ELV/USD,15,205,2,TT,16.012810248198228,0.2048780487804878,0.3902439024390244
"xstock_spot; ELV/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ELV/USD,15,205,2,MT,6.004803843076001,0.33658536585365856,0.6048780487804878
"xstock_spot; ELV/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ELV/USD,15,205,2,MM,-3.9992001599675753,0.5609756097560976,0.975609756097561
"xstock_spot; ELV/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ELV/USD,60,10,1,TT,20.02002002001957,0.0,0.8
"xstock_spot; ELV/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ELV/USD,60,10,1,MT,8.00800800800916,0.4,0.9
"xstock_spot; ELV/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ELV/USD,60,10,1,MM,-3.9992001599675753,0.4,1.0
"xstock_spot; ELV/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ELV/USD,60,10,2,TT,16.012810248198228,0.3,0.9
"xstock_spot; ELV/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,ELV/USD,60,10,2,MT,6.004803843076001,0.4,0.9
