population,asset_class,symbol,horizon_min,valid_origins,potential_row_offset_origins,origins_rejected_for_gaps,signed_endpoint_bps_p10,signed_endpoint_bps_p50,signed_endpoint_bps_p90,signed_endpoint_bps_p99,absolute_endpoint_bps_p10,absolute_endpoint_bps_p50,absolute_endpoint_bps_p90,absolute_endpoint_bps_p99,future_up_excursion_bps_p10,future_up_excursion_bps_p50,future_up_excursion_bps_p90,future_up_excursion_bps_p99,future_down_excursion_bps_p10,future_down_excursion_bps_p50,future_down_excursion_bps_p90,future_down_excursion_bps_p99
crypto_spot; 0G/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,0G/USD,5,196,1817,1621,-241.93548387096752,0.0,212.80063749637645,408.2469053195053,0.0,106.38297872340496,300.8702391139378,408.2469053195053,-40.32258064516125,81.30081300812941,267.4102674102674,530.6039488966335,0.0,81.63265306122436,308.3700440528636,403.5874439461884
crypto_spot; DOGE/USDT; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,DOGE/USDT,15,79,2675,2596,-117.80445943613493,-39.886039886039,94.91435259430199,332.79355895237256,9.94088367820245,55.23066926575781,165.22668073291103,332.79355895237256,3.2258808349121537,52.84461434674981,195.49057462204368,527.7880651164745,2.3192111448950836,84.9097162510748,150.93618474394106,408.0010278110605
crypto_spot; DOGE/USDT; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,DOGE/USDT,60,0,2630,2630,,,,,,,,,,,,,,,,
crypto_spot; DOGE/USDT; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,DOGE/USDT,240,0,2450,2450,,,,,,,,,,,,,,,,
crypto_spot; DOGS/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,DOGS/USD,5,3,826,823,-142.53104149458505,-67.64919062575592,163.50483116425042,215.51448606700183,86.3696533429632,161.25150421179234,209.28497013176005,220.0924999637528,47.53434283788805,392.29843561973564,572.1897092532813,612.665245820829,4.524124276664267,111.13795602802567,151.22879457503902,160.249233248117
crypto_spot; DOGS/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,DOGS/USD,15,0,816,816,,,,,,,,,,,,,,,,
crypto_spot; DOGS/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,DOGS/USD,60,0,771,771,,,,,,,,,,,,,,,,
crypto_spot; DOGS/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,DOGS/USD,240,0,591,591,,,,,,,,,,,,,,,,
crypto_spot; DOLO/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,DOLO/USD,5,0,8,8,,,,,,,,,,,,,,,,
crypto_spot; DOLO/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,DOLO/USD,15,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; DOLO/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,DOLO/USD,60,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; DOLO/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,DOLO/USD,240,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; DOS/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,DOS/USD,5,77,1816,1739,-168.68640294530724,-59.1278640059123,120.43361944781952,349.9988672069437,21.234882733688124,89.63786303334498,191.3603002781588,349.9988672069437,-18.898632612863285,11.013215859032588,154.05747425580122,366.7451029763165,-14.61150768874342,92.04712812960203,220.27435480120877,371.4814814814807
crypto_spot; DOS/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,DOS/USD,15,9,1806,1797,-273.6781951482088,22.091310751104487,183.1339730606887,207.82207850296467,20.609906163291836,176.2761659933898,273.67819514820883,343.41518578676835,-17.168280502229514,77.3195876288657,375.82057968887295,419.9241340678908,-30.891741477361734,125.18409425625987,410.59098639313254,441.63076054213093
crypto_spot; DOS/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,DOS/USD,60,0,1761,1761,,,,,,,,,,,,,,,,
crypto_spot; DOS/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,DOS/USD,240,0,1581,1581,,,,,,,,,,,,,,,,
crypto_spot; DOT/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,DOT/USD,5,6302,7315,1013,-27.666027646430337,0.0,31.44619992266984,71.17796719852795,2.2782676478994013,13.978995680886674,41.164754428381,82.35638490429366,-2.3096555398224305,11.120996441280617,38.752873234136935,80.27662807016898,-1.1554949687579974,10.979964250707464,35.33529126734482,75.16188714153604
crypto_spot; DOT/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,DOT/USD,15,5740,7305,1565,-49.90833733889544,1.14116170261358,57.28418656098612,123.21321952990995,4.606013199625281,25.139985314963642,73.56227350522927,130.0406296112916,0.0,22.28477720560229,72.45915794333558,141.52070675111977,1.076786522320794,20.94119873166378,66.83153955845891,118.74287405295786
crypto_spot; DOT/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,DOT/USD,60,5300,7260,1960,-88.57294419088734,5.897275491414389,110.43946977876432,198.7467897005985,8.156416809451116,49.50495278850498,130.3040812942383,207.32818606817668,6.916745738362762,51.46386093321187,145.3488372093026,244.35652781009898,5.794414184725483,46.23026059643376,128.78003909393976,200.93738798286546
crypto_spot; DOT/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,DOT/USD,240,4687,7080,2393,-162.3746916337676,47.37295434970035,164.63232730609036,271.1804079972034,17.209013569011056,93.6768149882905,211.30168716257458,306.1071118156722,27.30064839039814,130.41034288926446,245.8317367532874,346.15923809695056,18.774935461158826,88.88888888888835,219.32830705962968,343.7394342387012
crypto_spot; DOT/USDC; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,DOT/USDC,5,8,791,783,-32.81535834557714,-1.0324383776605366,64.53966674145971,73.0267035533277,16.808212121539825,37.08041366855208,64.53966674145971,73.0267035533277,-8.124988803138944,12.989134179420825,66.20040221002421,73.19277710018416,-18.4035529527089,11.61845009875706,40.93695017757648,48.937263963295734
crypto_spot; DOT/USDC; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,DOT/USDC,15,0,781,781,,,,,,,,,,,,,,,,
crypto_spot; DOT/USDC; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,DOT/USDC,60,0,736,736,,,,,,,,,,,,,,,,
crypto_spot; DOT/USDC; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,DOT/USDC,240,0,556,556,,,,,,,,,,,,,,,,
crypto_spot; DOT/USDT; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,DOT/USDT,5,12,742,730,-20.08363353250375,-2.3696682464452445,24.528972627088095,46.24795591192578,0.0,12.398210531033847,28.953180204952968,46.45558288885251,0.0,0.0,35.17829978006538,48.47595801580556,4.858325344583081,10.665894305413314,33.42035750517136,36.67625446408305
crypto_spot; DOT/USDT; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,DOT/USDT,15,0,732,732,,,,,,,,,,,,,,,,
crypto_spot; DOT/USDT; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,DOT/USDT,60,0,687,687,,,,,,,,,,,,,,,,
crypto_spot; DOT/USDT; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,DOT/USDT,240,0,507,507,,,,,,,,,,,,,,,,
crypto_spot; DOVU/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,DOVU/USD,5,0,68,68,,,,,,,,,,,,,,,,
crypto_spot; DOVU/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,DOVU/USD,15,0,58,58,,,,,,,,,,,,,,,,
crypto_spot; DOVU/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,DOVU/USD,60,0,13,13,,,,,,,,,,,,,,,,
crypto_spot; DOVU/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,DOVU/USD,240,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; DRIFT/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,DRIFT/USD,5,0,45,45,,,,,,,,,,,,,,,,
crypto_spot; DRIFT/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,DRIFT/USD,15,0,35,35,,,,,,,,,,,,,,,,
crypto_spot; DRIFT/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,DRIFT/USD,60,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; DRIFT/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,DRIFT/USD,240,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; DRV/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,DRV/USD,5,134,1548,1414,-145.9010473334965,30.71012053475375,245.98157297785852,963.6085914295808,16.80710270363506,92.11824129748858,256.2554906182064,963.6085914295808,4.561673881966933,116.44690598866858,343.1957169766849,1068.0670429475974,0.0,78.93181138514227,248.06488234504275,618.3529958737732
crypto_spot; DRV/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,DRV/USD,15,43,1538,1495,-114.15283308500612,37.88722977490444,413.1918152451029,1644.2642441432088,22.04425758874784,115.53061561313748,413.1918152451029,1644.2642441432088,91.03513913516049,274.1846323935881,540.7011096482421,1764.3754840474862,5.93098593854036,152.05971799834182,265.03501333115076,358.24447808359884
crypto_spot; DRV/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,DRV/USD,60,0,1493,1493,,,,,,,,,,,,,,,,
crypto_spot; DRV/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,DRV/USD,240,0,1313,1313,,,,,,,,,,,,,,,,
crypto_spot; DUAL/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,DUAL/USD,5,2,237,235,-403.70434818211675,-376.07988044546346,-348.4554127088102,-342.23990746806317,348.4554127088102,376.07988044546346,403.70434818211675,409.91985342286375,4.929577464788837,24.647887323944182,44.36619718309953,48.80281690140948,432.58987061906436,571.4000573206695,710.2102440222747,741.4425360301359
crypto_spot; DUAL/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,DUAL/USD,15,0,227,227,,,,,,,,,,,,,,,,
crypto_spot; DUAL/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,DUAL/USD,60,0,182,182,,,,,,,,,,,,,,,,
crypto_spot; DUAL/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,DUAL/USD,240,0,2,2,,,,,,,,,,,,,,,,
crypto_spot; DYDX/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,DYDX/USD,5,5,350,345,-44.993187813420874,-37.26256475506729,-30.327168807753104,-28.361813567112517,30.327168807753104,37.26256475506729,44.993187813420874,46.98683580358427,-4.1771128636141075,0.0,15.794272417640977,23.64025338792821,45.71677274487151,47.20835224693576,55.749953014013755,57.05025630911731
crypto_spot; DYDX/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,DYDX/USD,15,0,340,340,,,,,,,,,,,,,,,,
crypto_spot; DYDX/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,DYDX/USD,60,0,295,295,,,,,,,,,,,,,,,,
crypto_spot; DYDX/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,DYDX/USD,240,0,115,115,,,,,,,,,,,,,,,,
crypto_spot; DYM/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,DYM/USD,5,0,27,27,,,,,,,,,,,,,,,,
crypto_spot; DYM/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,DYM/USD,15,0,17,17,,,,,,,,,,,,,,,,
crypto_spot; DYM/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,DYM/USD,60,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; DYM/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,DYM/USD,240,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; EDGE/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,EDGE/USD,5,0,142,142,,,,,,,,,,,,,,,,
crypto_spot; EDGE/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,EDGE/USD,15,0,132,132,,,,,,,,,,,,,,,,
crypto_spot; EDGE/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,EDGE/USD,60,0,87,87,,,,,,,,,,,,,,,,
crypto_spot; EDGE/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,EDGE/USD,240,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; EDGEX/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,EDGEX/USD,5,41,1071,1030,-169.82458382592603,-47.656237548016065,127.15828193623047,289.98006496329873,16.802539050344567,93.95307148116206,238.30277371353904,306.1201753097667,-9.730527174852677,31.451059278062576,208.7985882279453,289.98006496329873,-17.44066211095463,56.29691409507976,191.9723509543614,416.9126124182373
crypto_spot; EDGEX/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,EDGEX/USD,15,1,1061,1060,-253.01393455456457,-253.01393455456457,-253.01393455456457,-253.01393455456457,253.01393455456457,253.01393455456457,253.01393455456457,253.01393455456457,32.25301393455338,32.25301393455338,32.25301393455338,32.25301393455338,253.01393455456457,253.01393455456457,253.01393455456457,253.01393455456457
crypto_spot; EDGEX/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,EDGEX/USD,60,0,1016,1016,,,,,,,,,,,,,,,,
crypto_spot; EDGEX/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,EDGEX/USD,240,0,836,836,,,,,,,,,,,,,,,,
crypto_spot; EGLD/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,EGLD/USD,5,61,1609,1548,-167.71488469601525,0.0,141.9878296146049,190.2044399849485,0.0,60.120240480960874,182.1862348178138,215.6727960130611,-18.939393939395586,78.27788649706457,234.54157782515804,359.110515141357,0.0,62.76150627615107,209.64360587002017,386.06289740505304
crypto_spot; EGLD/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,EGLD/USD,15,10,1599,1589,-20.968764864435663,74.28949286119035,237.73345568390366,271.6547015005941,18.789144050104234,74.28949286119035,237.73345568390366,271.6547015005941,310.1587426635679,401.7378245011804,470.31710747175913,488.39631629088404,10.620151522024672,52.74402754732344,107.46280489416215,123.48114479004163
crypto_spot; EGLD/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,EGLD/USD,60,0,1554,1554,,,,,,,,,,,,,,,,
crypto_spot; EGLD/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,EGLD/USD,240,0,1374,1374,,,,,,,,,,,,,,,,
crypto_spot; EIGEN/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,EIGEN/USD,5,105,2237,2132,-55.04936927402926,19.175455417066445,71.5928714276939,97.63420217223769,5.007319318472536,41.15226337448652,76.74658037946713,127.21354671213292,-4.835334454847073,28.735632183907178,83.55013925872836,197.91593721036224,-12.49462401626422,14.265335235378318,65.28969629654858,142.44065959672568
crypto_spot; EIGEN/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,EIGEN/USD,15,5,2227,2222,-81.71616459612686,-61.38107416879812,-6.492020475759915,8.131285757302063,18.19933754893066,61.38107416879812,81.71616459612686,81.79124836145242,56.166827783914016,73.17073170731715,110.93745066464679,131.46411543683627,21.445347786810846,102.30179028132946,127.600687850717,136.67643798446002
crypto_spot; EIGEN/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,EIGEN/USD,60,0,2182,2182,,,,,,,,,,,,,,,,
crypto_spot; EIGEN/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,EIGEN/USD,240,0,2002,2002,,,,,,,,,,,,,,,,
